owner,address,price,price_m2,bathrooms,size_construction,size,rooms,description,floor,exterior,preservation,reference,furniture,last_updated
Inmuebles de  Engel & Völkers Barcelona,Sant Pere-Santa Caterina-La Ribera (Distrito Ciutat Vella. Barcelona Capital),4.000 €,, 2 baños,: 195 m² ,, 2 habs.,"
            Engel and Völkers tiene el placer de presentar este exquisito ático - único en Barcelona.  Hasta los compradores más exigentes se verán cautivados por su auténtico estilo industrial, techos 3.80m y grandes ventanas con orientación sur. ", Bajo,,: En buen estado,: IF76306-I-00KREN-W-02RKXF,NA,"
                Actualizado el 13/11/2023
            "
Inmuebles de  SINGULAR PROPERTIES,La Barceloneta (Distrito Ciutat Vella. Barcelona Capital),1.300 €, 26  €/m², 1 baño,: 50 m² ,, 1 hab,"
            Libre desde el 7 de diciembre de 2023. La estancia deberá ser de 3 a 11 meses: contrato de arrendamiento temporal (2 meses de fianza). Disponemos de otras viviendas similares en la misma finca disponibles para 2024.", 4ª,,,: SA2030-SP116NG/2237,NA,"
                Actualizado el 09/11/2023
            "
Inmuebles de  PISOS PLAZA,Vilapicina-La Torre Llobeta (Distrito Nou Barris. Barcelona Capital),950 €, 13  €/m², 1 baño,: 68 m² ,: 65 m² , 3 habs.,"
            Piso en fabra i puig. Primero con ascensor. 68 m2. Totalmente reformado. Salon comedor amplio. Cocina y baño a estrenar. Tres dormitorios, uno doble y dos individuales. Lavadero. Parquet. Calefaccion. Cerca del metro de vilapicina linea azul y de todo tipo de servicios. No se acepta mascota.
        ", 1ª,Exterior,: Reformado,: 4993573-FABRA I PUIG,NA,"
                Actualizado el 14/11/2023
            "
Inmuebles de  Engel & Völkers Barcelona,Sant Gervasi-Galvany (Distrito Sarrià-Sant Gervasi. Barcelona Capital),3.395 €,, 2 baños,: 120 m² ,, 3 habs.,"
            Apartamento temporal situado en Sant Gervasi muy cerca del Mercado de Galvany, una de las zonas más exclusivas de Barcelona. Apartamento completamente equipado para garantizar una cómoda estancia. El apartamento cuenta con servicios incluidos: Wifi, 2 limpiezas mantenimiento al mes, suministros hasta 120€/mes, gastos de gestión ITP. Los pisos tienen Aire acondicionado y están totalmente equipado y listo para entrar a vivir. El edificio cuenta con ascensor. Los pisos tiene una ubicación excepcional a tan sólo 1 minuto andando de la parada de ferrocarriles de muntaner.", Bajo,,: En buen estado,: IF76306-I-00KFI9-W-02QYC9,Amueblado,"
                Actualizado el 11/11/2023
            "
Inmuebles de  SOMOSCASA,Can Mates-Volpelleres (Sant Cugat del Vallès),2.000 €,, 2 baños,: 90 m² ,, 3 habs.,"
            Nos encargamos de buscar el piso que necesitas. Descubre la exclusividad de vivir en Vollpelleres, Sant Cugat del Vallès. Estrene su hogar de alto standing en una de las zonas más modernas y codiciadas. Contamos con viviendas que incluyen terrazas y balcones para disfrutar de vistas despejadas, con la comodidad de tener parking y trastero. Viva la tranquilidad y el confort en espacios diseñados con 3 habitaciones y 2 baños, y personalice su entorno a su gusto. Además de la privacidad y las comodidades de su propio hogar, disfrute de áreas comunes como piscinas y terrazas. Vollpelleres es sinónimo de calidad de vida: seguro, rodeado de naturaleza y con una excelente conectividad a Barcelona. Si busca algo más económico, también ofrecemos opciones que se ajustan a su presupuesto. Contacte con nosotros para más información y descubra su nuevo hogar en Sant Cugat del Vallès. Las fotos del anuncio son a modo de ejemplo de una propiedad del tipo que ofertamos. Ponte en contacto con nosotros para conocer mejor lo que estas buscando.
        ", Bajo,,,: IF6507-152944,NA,"
                Actualizado el 14/11/2023
            "
Inmuebles de  ALL 4 FLAT,Sant Antoni (Distrito Eixample. Barcelona Capital),1.290 €, 21  €/m², 1 baño,: 60 m² ,: 60 m² , 2 habs.,"
            REF 000701B", 6ª,,: Reformado,: 518209-000701B,Amueblado,"
                Actualizado el 14/11/2023
            "
Inmuebles de  ALL 4 FLAT,Sant Antoni (Distrito Eixample. Barcelona Capital),1.295 €, 21  €/m², 1 baño,: 60 m² ,: 60 m² , 2 habs.,"
            REF 000701A", 6ª,,: Reformado,: 518209-000701A,Amueblado,"
                Actualizado el 14/11/2023
            "
Inmuebles de  VILOMARA &  ASSOCIATS,Sant Sadurní d'Anoia,750 €, 7  €/m², 1 baño,: 94 m² ,: 85 m² , 2 habs.,"
            VILOMARA  ASSOCIATS - Siempre cuesta, cuando buscamos piso, encontrar algo que se ajuste a un porcentaje alto de todos nuestros requisitos ¿verdad? ¡Y a veces hay opciones como este piso que no podemos dejar escapar! Te va a gustar su distribución, es cómoda, sus espacios grandes, por ejemplo, su cocina, donde podrás sentarte a comer perfectamente 4 personas el día a día con total comodidad. El comedor es amplio, desde donde se accede al balcón, un balcón con espacio para una mesa y por donde nos entra el sol buena parte del día. Las habitaciones son geniales y exteriores. Su baño es espacioso y muy cómodo. La calidad de esta vivienda se respira desde que entras al portal del edificio, detalles de madera, inox y cristal, configuran una finca preciosa. Su ubicación es fenomenal, en la zona de la Triola, la zona con más servicios del municipio, supermercados, zona deportiva, CAP, instituto y colegio, acceso a autopista... y todo a escasos 5 minutos a pie del centro. ¿qué? ¿te lo sientes tuyo?", 2ª,Exterior,: En buen estado,: 4414-023202,NA,"
                Actualizado el 14/11/2023
            "
Inmuebles de  Engel & Völkers Barcelona,La Dreta de l'Eixample (Distrito Eixample. Barcelona Capital),2.650 €,, 2 baños,: 120 m² ,, 2 habs.,"
            En la prestigiosa y tranquila calle de Enrique Granados , encontramos esta propiedad  , que destaca por su exquisita decoración , combinando la última tecnología , con los elementos originales y propios de una finca clásica , - mosaico hidráulico original restaurado , -con incrustaciones de madera noble- , techos artesonados , pintados y decorados por los mismos artesanos del Teatro del Liceo. La propiedad dispone de 2 dormitorios dobles ,- uno de ellos con vestidor en suite  ,- y  un baño completo adicional  , así como una amplia y totalmente equipada cocina , con el pavimento continuo .El salón comedor de aproximadamente 45 m² apaisado , goza de  3 balcones en xaflán a Enrique Granados . Asimismo , dispone de una preciosa tribuna acristalada , ideal para lectura. Su excelente orientación a Sur , le permite disfrutar de luz directa  , durante todo el día. La vivienda , está totalmente aislada , térmica y acústicamente .Aire acondicionado por conductos y split en dormitorio principal.", Bajo,,,: IF76306-I-00KSK1-W-02TU5F,Amueblado,"
                Actualizado el 11/11/2023
            "
Inmuebles de  GERFINCAS,Les Arenes-Can Montllor-La Grípia (Distrito La Grípia-Sant Llorenç. Terrassa),900 €, 10  €/m², 2 baños,: 85 m² ,: 85 m² , 3 habs.,"
            Gerfincas presenta piso de 77 m² en Las Arenas, Terrassa.", 2ª,Exterior,: En buen estado,: 500806-007252,NA,"
                Actualizado el 14/11/2023
            "
Inmuebles de  Cambra de la Propietat Urbana de Barcelona,El Fort Pienc (Distrito Eixample. Barcelona Capital),1.600 €, 15  €/m², 2 baños,: 106 m² ,: 99 m² , 4 habs.,"
            Piso en Barcelona zona Fort Pienc,  en calle RIBES, céntrico, de 106.00 m2. de superficie ( 99,86m2 s. útil), 2 habitaciones dobles, 2 simples, 2 baños (uno en suite),  propiedad en buen estado, cocina equipada, carpinteria interior de madera, suelo de baldosa, carpinteria exterior de aluminio, amueblado, habitaciones con armarios empotrados, balcón, gas ciudad,  luminoso.", 3ª,,,: SA954-1218/4327,Amueblado,"
                Actualizado el 14/11/2023
            "
Inmuebles de  ALL 4 FLAT,El Putxet-El Farró (Distrito Sarrià-Sant Gervasi. Barcelona Capital),2.800 €, 16  €/m², 2 baños,: 165 m² ,: 85 m² , 2 habs.,"
            REF. 000221P", 2ª,Exterior,: Reformado,: 518209-000221P,NA,"
                Actualizado el 14/11/2023
            "
Inmuebles de  OPEN INMO,Nucli Urbà (Sant Pere de Ribes),650 €, 13  €/m², 1 baño,: 50 m² ,: 46 m² , 1 hab,"
            Open inmo Barcelona presenta esta acogedora y luminosa planta baja, reformada con estilo moderno.", 1ª,,,: SA1406-OI01752/5763,Amueblado,"
                Actualizado el 14/11/2023
            "
Inmuebles de  IMMOMAX ESPLUGUES,Centre (L'Hospitalet de Llobregat),1.100 €, 16  €/m², 1 baño,: 65 m² ,: 65 m² , 3 habs.,"
            Piso de 65m con salón de 15m con salida a un pequeño balcón exterior y soleado tiene 3 dormitorios, (1 doble y 2 Individuales), La cocina está bien y equipada con electrodomésticos, el baño está bien conservado, las puertas son de embero, las ventanas de aluminio y suelo de gres, el piso esta amueblado, finca con ascensor, nivel energético de emisiones:  G, 61, nivel energético de consumo:  G, 236.
        ", 1ª,Exterior,: En buen estado,: 4360-ES003011,Amueblado,"
                Actualizado el 14/11/2023
            "
Inmuebles de  SEPROIN,Ca n'Aurell (Terrassa),900 €, 10  €/m², 1 baño,: 90 m² ,: 90 m² , 3 habs.,"
            PISO de 3 habitaciones 1 doble y 2 individuales, 1 baño con plato de ducha. Tiene balcón y lavadero.
        ", 2ª,Exterior,: En buen estado,: 1429-099832,Amueblado,"
                Actualizado el 14/11/2023
            "
Inmuebles de  Testa Residencial,El Bon Pastor (Distrito Sant Andreu. Barcelona Capital),1.725 €,,7ª planta,: 119 m² ,: 95 m² , 4 habs.,"
            Consigue ¡HASTA 2 MESES GRATIS! y disfruta este otoño en tu nuevo hogar", 7ª,,,: XA614-2990,NA,"
                Actualizado el 14/11/2023
            "
Inmuebles de  FINQUES BUSINFREU,La Guineueta (Distrito Nou Barris. Barcelona Capital),1.000 €,, 1 baño,: 70 m² ,: 65 m² , 3 habs.,"
            Piso en Barcelona zona Horta, 70 m. de superficie,  una habitación doble y 2 habitaciones sencillas,  un baño, propiedad para Entrar a vivir, cocina sólo muebles, carpinteria interior de madera, orientación norte, suelo de parquet, carpinteria exterior de madera / climalit, alarma dew robo (opcional)", 2ª,,,: SA1427-B01170/4969,NA,"
                Actualizado el 14/11/2023
            "
"Inmuebles de  Punt Sagrada Família, S.L.",Les Corts (Distrito Les Corts. Barcelona Capital),1.800 €,, 2 baños,: 104 m² ,, 3 habs.,"
            ¡ Contactar por WhatsApp al 6. 5. 4. 1. 5. 7. 0. 6. 4!", Bajo,,,: IF77020-NUMCRIS,NA,"
                Actualizado el 13/11/2023
            "
"Inmuebles de  Finques Parellades, su inmobiliaria en Sitges",Centre (Sitges),1.450 €, 18  €/m², 3 baños,: 80 m² ,: 70 m² , 2 habs.,"
            Precioso duplex de obra nueva con excelentes acabados de 70 m2, 2 habitaciones suites (1 doble y 1 individual), 3 baños, gran salón comedor con salida a un balcón,  cocina americana. Piscina comunitaria. Parking y trastero incluidos en el precio. 3 meses de fianza.
        ", 1ª,Exterior,: A estrenar,: 1345-008001,NA,"
                Actualizado el 14/11/2023
            "
Inmuebles de  Cambra de la Propietat Urbana de Barcelona,El Camp de l'Arpa del Clot (Distrito Sant Martí. Barcelona Capital),1.400 €, 16  €/m², 2 baños,: 86 m² ,: 79 m² , 4 habs.,"
            Piso en C/Freser en el barrio de Camp de l'Arpa lo que nos situa en una zona rodeada de servicios y comercios, así como de fácil y práctico acceso tanto en transporte público y privado. ", 2ª,,,: SA954-1217/4327,NA,"
                Actualizado el 14/11/2023
            "
"Inmuebles de  ALQUILER SEGURO,S.A.",Castellbisbal,850 €, 9  €/m², 1 baño,: 87 m² ,, 3 habs.,"
            Piso de 73m² útiles . Dispone de 3 habitaciones ( 1 doble, 1 mediana, y otra individual) .Amplio salón independiente. Cocina amplia amueblada. Dispone de  1 baño completo. Dispone de , calefacción Individual de gas natural.  Todo  exterior, Semiamueblado, finca con ascensor.  Plaza de parking y trastero incluidos en el precio .Gastos de comunidad incluidos. No se aceptan animales.. No consta información sobre el índice en esta vivienda..
        ", 1ª,Exterior,: En buen estado,: XA24-0810-001104,NA,"
                Actualizado el 13/11/2023
            "
Inmuebles de  FINQUES BUSINFREU,La Guineueta (Distrito Nou Barris. Barcelona Capital),1.000 €, 13  €/m², 1 baño,: 76 m² ,: 70 m² , 4 habs.,"
            Piso   para entrar a vivir en Barcelona zona La Guinagüeta, de 76 m. de superficie,  una habitación doble y 3 habitaciones sencillas,  un baño,  cocina sólo muebles, suelo de gres, carpinteria exterior de madera / climalit, ascensor, galería, gas ciudad, luminoso, puerta blindada, terraza.", 7ª,,,: SA1427-B01169/4969,NA,"
                Actualizado el 14/11/2023
            "
Inmuebles de  ALL 4 FLAT,L'Antiga Esquerra de l'Eixample (Distrito Eixample. Barcelona Capital),1.990 €, 16  €/m², 2 baños,: 120 m² ,: 111 m² , 3 habs.,"
            REF : 002471", 3ª,Exterior,: Reformado,: 518209-002471,NA,"
                Actualizado el 14/11/2023
            "
Inmuebles de  Casc Antic BCN Gestión Inmobiliaria,Sant Pere-Santa Caterina-La Ribera (Distrito Ciutat Vella. Barcelona Capital),625 €,, 1 baño,: 50 m² ,: 49 m² , 1 hab,"
            Estudio a pie de calle en alquiler en el barrio del Born, en la calle del Arc de Sant Onofre, muy cerca de la Vía Laietana y de la estación de metro de Jaume I, en pleno centro de Barcelona. Al ser estudio y no se puede empadronar. La propiedad cuenta con 50m2 distribuidos en dos plantas: la planta baja tiene 20m2 y el sótano 30m2. Cuenta con suelo de gres, una cocina equipada con microondas y nevera y un baño reformado. Pide una visita, ¡te gustará! Somos Casc Antic, una inmobiliaria experta venta y alquileres de pisos en el centro de Barcelona, y con una larga trayectoria en los barrios del Raval, Gótico, Born, Sant Antoni, Barceloneta y Poble Sec. Si quieres comprar, vender o alquilar un piso en el centro de Barcelona, ¡somos tu inmobiliaria!", Bajo,,,: SA4876-A4267/7617,Amueblado,"
                Actualizado el 14/11/2023
            "
Inmuebles de  FINCAS LEON MOLLET,Centre (Mollet del Vallès),700 €,, 1 baño,: 56 m² ,: 43 m² , 1 hab,"
            Fantástico piso situado en segunda planta de un edificio con ascensor,  distribuido en entrada/recibidor, comedor con salida a balcón, cocina equipada con nevera, lavadora y lavavajillas, 1 habitaciones doble con armario empotrado, 1 amplio baño con bañera.", 2ª,Exterior,: En buen estado,: SA1462-JA11062,NA,"
                Actualizado el 14/11/2023
            "
Inmuebles de  llars.net agents immobiliaris,Sant Joan-Molí de Vent (Vilanova i la Geltrú),900 €, 7  €/m², 2 baños,: 114 m² ,: 97 m² , 3 habs.,"
            Espacioso piso de 114 m2 con 3 habitaciones exteriores y terraza, muy bien situado cerca del centro de Vilanova y la Geltrú.", Principal,Exterior,: En buen estado,: 3657-00759,NA,"
                Actualizado el 14/11/2023
            "
Inmuebles de  Joan Espadaler Jorba,Sant Hipòlit de Voltregà,380 €, 6  €/m², 1 baño,: 60 m² ,: 55 m² , 22 habs.,"
            Superficie total 60 m², piso superficie útil 55 m², hab. individuales: 22, 1 baño.
        ", Bajo,,: En buen estado,: 527084-000061,NA,"
                Actualizado el 14/11/2023
            "
"Inmuebles de  ALQUILER SEGURO,S.A.",Col·legis Nous (Mollet del Vallès),950 €, 11  €/m², 1 baño,: 81 m² ,, 4 habs.,"
            Piso de 81m² recién pintado. La vivienda dispone de 4 habitaciones ( 1 doble , 1 mediana y 2 individuales), amplio  salón independiente con salida a balcón, cómoda cocina equipada y 1 baño completo. La vivienda dispone de  calefacción individual de gas natural y dos splits de aire acondicionado en el salón y en la habitación principal. Todo exterior, sin amueblar, plaza de parking en la misma finca incluida en el precio. Finca con ascensor. Gastos de comunidad incluidos.  Zona de servicios y comercios.. El Índice de referencia de precios de alquiler es de área inferior: 7.94 €/ m2; media: 8.74 €/ m2; área superior: 12.15 €/ m2..
        ", 4ª,Exterior,: En buen estado,: XA24-0810-004513,NA,"
                Actualizado el 13/11/2023
            "
